title,employment_type,required_experience,industry,function,has_company_logo,Actual,Predicted,Result
Van Foreman / Driver - Class A,Full-time,Not Applicable,Transportation/Trucking/Railroad,Other,1,0,0,Correct
Graduate Business Development Manager,Full-time,Entry level,Marketing and Advertising,Sales,1,0,0,Correct
Project Coordinator,unknown,unknown,unknown,unknown,1,0,0,Correct
Process Engineer Biochemical Processes,Full-time,unknown,Biotechnology,Engineering,1,0,0,Correct
Full Time/ Part Time Dental Assistant,unknown,unknown,unknown,unknown,0,0,0,Correct
Senior UI/UX Designer,Full-time,Mid-Senior level,Computer Software,Design,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,unknown,1,0,0,Correct
Digital Marketing Manager,Full-time,Entry level,Automotive,Marketing,1,0,0,Correct
Marketing Administrator,Full-time,Entry level,Internet,Marketing,1,0,0,Correct
Junior Sales Rep  ,Full-time,unknown,Marketing and Advertising,unknown,0,1,0,Wrong
Customer Success Manager,Full-time,Associate,Internet,Customer Service,0,0,0,Correct
Pawsome Ruby Developer,Full-time,Mid-Senior level,Internet,unknown,1,0,0,Correct
Content Writer Consultant,Part-time,unknown,unknown,Writing/Editing,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Retail Solution Specialist,Full-time,unknown,Information Technology and Services,Sales,1,0,0,Correct
Application Developer Java,Contract,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
Executive Assistant,Full-time,unknown,Pharmaceuticals,Administrative,1,0,0,Correct
Digital Marketing & Web Producer,Full-time,Mid-Senior level,Sports,Marketing,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Customer Experience Specialist,Full-time,Entry level,"Health, Wellness and Fitness",unknown,1,0,0,Correct
Content Writer/Journalist,Full-time,Associate,Writing and Editing,Writing/Editing,1,0,0,Correct
Technical Support Associate,Full-time,Entry level,Consumer Services,Other,1,0,0,Correct
Home Based Payroll Typist/Data Entry Clerks Positions Available,unknown,unknown,unknown,unknown,0,1,1,Correct
Account Manager,Full-time,Mid-Senior level,Computer Software,Sales,1,0,0,Correct
Cad Designer,Full-time,unknown,unknown,unknown,0,0,0,Correct
UST Testing Technician III,Full-time,Mid-Senior level,Oil & Energy,Other,1,1,1,Correct
Front End Developer,Part-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Linux System Administrator,Full-time,unknown,Information Technology and Services,Information Technology,0,0,0,Correct
"Labor & Delivery Staff Nurse (North of Morgan City, LA)",Full-time,Associate,Hospital & Health Care,Health Care Provider,0,0,0,Correct
M1 Apprentice Office Administrator Under NAS 16-18 Year Olds Only,Full-time,Not Applicable,Human Resources,Administrative,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,unknown,1,0,0,Correct
The Untraditional Community Manager,Full-time,Not Applicable,Consumer Electronics,Marketing,1,0,0,Correct
Marketing and Communications Administrator,Full-time,unknown,Medical Devices,Health Care Provider,0,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Head of Marketing,Full-time,Mid-Senior level,Internet,Marketing,1,0,0,Correct
EXPERIENCED WAITER/ESS NEEDED @ YOOBI - LONDON'S 1ST TEMAKERIA - SUSHI RESTAURANT,Full-time,Not Applicable,Restaurants,Customer Service,1,0,0,Correct
Software Architect ,Full-time,Mid-Senior level,Telecommunications,Engineering,1,1,1,Correct
Sr. Reservoir Engineer,Full-time,unknown,Oil & Energy,Engineering,1,0,0,Correct
Benefits Consultant,Full-time,Not Applicable,Insurance,Sales,1,0,0,Correct
Inbound Marketing Manager,Full-time,Mid-Senior level,Marketing and Advertising,Marketing,1,0,0,Correct
Risk Supervisor,Full-time,Mid-Senior level,Financial Services,Strategy/Planning,1,0,0,Correct
Home Carer (Personal Assistant),unknown,unknown,Hospital & Health Care,unknown,1,0,0,Correct
"Local support, Compliance and fraud detection",unknown,unknown,unknown,unknown,1,0,0,Correct
Data Entry Admin/Clerical Positions - Work From Home,unknown,unknown,unknown,unknown,0,1,1,Correct
Outbound Call Centre Operative,unknown,unknown,unknown,unknown,0,0,0,Correct
Vacancies At The Cafe Royal Hotel London,unknown,unknown,unknown,unknown,0,1,0,Wrong
Software Engineer,Contract,Mid-Senior level,unknown,unknown,0,0,0,Correct
Senior Executive,Full-time,Not Applicable,unknown,Marketing,0,0,0,Correct
"Director, Mobile Engineering",unknown,unknown,unknown,unknown,0,0,0,Correct
Java Analyst Programmer ,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Communications Manager,unknown,unknown,unknown,Marketing,1,0,0,Correct
Customer Service Representative ,Full-time,Associate,Consumer Services,Administrative,1,0,0,Correct
Senior Software Engineer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
Mechanic,Full-time,unknown,Automotive,Engineering,1,0,0,Correct
Senior Big Data Engineer,Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
Robust speech recognition and understanding,unknown,unknown,unknown,unknown,1,0,0,Correct
Web Developer,Contract,Mid-Senior level,Internet,Information Technology,1,0,0,Correct
Back-end Node.js Game Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
No Scams--Legitimate Work From Home Jobs,Part-time,Not Applicable,unknown,Sales,0,1,0,Wrong
Corporate Marketing Coordinator,Full-time,Mid-Senior level,Retail,Marketing,1,0,0,Correct
Financial Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Wakefield/Ossett Apprenticeships Under NAS 16-18 Year Olds Only,unknown,Not Applicable,Human Resources,Human Resources,1,0,0,Correct
International Sales Coordinator,Full-time,Entry level,Publishing,Sales,0,0,0,Correct
Human Resources Director,Full-time,Director,Sports,Human Resources,1,0,0,Correct
Compass Web Developer,Contract,Mid-Senior level,Government Administration,Information Technology,0,0,0,Correct
Site Manager / Programme Manager (Energy Efficiency),Full-time,Mid-Senior level,Management Consulting,Engineering,1,0,0,Correct
Industrial Hygienist ,unknown,unknown,unknown,unknown,0,0,0,Correct
UX / Front-End Developer,unknown,unknown,unknown,unknown,1,0,0,Correct
Full-Time Caregiver for a Shy Young Man,Full-time,Entry level,unknown,unknown,1,0,0,Correct
Front-End Engineer,Full-time,unknown,unknown,unknown,1,0,0,Correct
Chief Marketing Officer,Full-time,Mid-Senior level,Computer Games,unknown,1,0,0,Correct
Graduates: English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
CASH Paying Vacancies (Apply Today),Part-time,Entry level,Marketing and Advertising,Marketing,0,1,0,Wrong
IT Rockstar Wanted for Fun and Fast Growing San Diego IT Company,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
Serverside/PHP Engineer,Full-time,unknown,Computer Games,Engineering,1,0,0,Correct
Junior Avionics Systems Design and Analysis Engineer,Full-time,Entry level,Aviation & Aerospace,Engineering,1,0,0,Correct
Director of Human Resources ,Full-time,Mid-Senior level,Computer Software,Human Resources,1,0,0,Correct
Administrative Assistant,Full-time,Associate,Marketing and Advertising,Administrative,1,0,0,Correct
Mobile UX Designer,Full-time,Associate,Consumer Electronics,Other,1,0,0,Correct
Project Manager,Full-time,Associate,Marketing and Advertising,Project Management,1,0,0,Correct
"Sr. Software Engineer (C/C++, Java)/Mobile",Full-time,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
Senior iOS Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
Restaurant Manager Wanted!,Full-time,unknown,Restaurants,unknown,0,0,0,Correct
Technical Engineer,unknown,unknown,unknown,unknown,0,0,0,Correct
Copy Editor,Full-time,Associate,Internet,Writing/Editing,1,0,0,Correct
Electronics Designer,Full-time,Not Applicable,Electrical/Electronic Manufacturing,Engineering,1,0,0,Correct
cashier,Full-time,Associate,Retail,unknown,0,0,0,Correct
Technical Designer,Full-time,Mid-Senior level,Entertainment,Engineering,1,0,0,Correct
3D Animator,Full-time,Mid-Senior level,Computer Games,Art/Creative,1,0,0,Correct
Technical Support Analyst - VIP Event Posting,Full-time,unknown,Information Technology and Services,Information Technology,1,0,0,Correct
Sr. Security Developer,Full-time,Mid-Senior level,Information Technology and Services,unknown,1,0,0,Correct
Mystery Shopper - New Mexico,Temporary,Entry level,Marketing and Advertising,Marketing,1,0,0,Correct
"Director, eCommerce",Full-time,Director,Hospitality,Marketing,1,0,0,Correct
Physical Therapist,Contract,Not Applicable,Medical Practice,Health Care Provider,0,0,0,Correct
Branch Manager,Full-time,Mid-Senior level,Financial Services,Management,0,0,0,Correct
Customer Service Associate,Full-time,unknown,Consumer Services,Customer Service,0,0,0,Correct
VP of Product,Full-time,Mid-Senior level,Information Technology and Services,Product Management,1,0,0,Correct
Lead UI/UX Designer,Full-time,Mid-Senior level,Design,unknown,1,0,0,Correct
Fleet Operations Manager,Full-time,Mid-Senior level,Oil & Energy,Other,0,0,0,Correct
Team Lead Solutions Consulting (Business Analysts),Full-time,Mid-Senior level,Information Technology and Services,Business Analyst,1,0,0,Correct
Corporate Sales - Broker Relationshi,unknown,unknown,unknown,unknown,1,0,0,Correct
Senior Database Expert,Full-time,Mid-Senior level,unknown,unknown,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
iOS Developer,Full-time,Associate,"Health, Wellness and Fitness",Engineering,1,0,0,Correct
Senior QA Engineer,Full-time,unknown,Computer Software,Information Technology,1,0,0,Correct
Customer Service Associate - On Call ,Part-time,Entry level,Banking,Customer Service,1,0,0,Correct
Smart-Meter Expert,Full-time,unknown,unknown,unknown,1,0,0,Correct
Red Antler: Strategist (2 roles),Full-time,unknown,Design,Strategy/Planning,1,0,0,Correct
Salesforce Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Business Development Manager - Web Content Management Solutions,Full-time,Not Applicable,Information Technology and Services,Sales,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Billing Representative | Healthcare,Full-time,Associate,Hospital & Health Care,Customer Service,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
UX Lead,Full-time,Mid-Senior level,Computer Software,Design,1,0,0,Correct
Desktop Support Technician,Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
ETL Informatica Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Visual Designer,Full-time,Mid-Senior level,Education Management,Design,1,0,0,Correct
Weekend respite Caregiver/CNA/Direct care worker,unknown,unknown,unknown,unknown,0,0,0,Correct
English Teacher Overseas (Conversational),Contract,Entry level,Education Management,unknown,1,0,0,Correct
"Home Health RN/Case Manager--Las Vegas, NV",unknown,unknown,unknown,unknown,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Director of Business Development - ,Full-time,Director,Defense & Space,Business Development,1,0,0,Correct
CUSTOMER SERVICE REP,Full-time,Associate,Consumer Services,Customer Service,0,1,1,Correct
Windows Phone App / UI Developer,Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
English To Speakers of Other Languages Teacher,unknown,unknown,unknown,Education,1,0,0,Correct
Database Developer Search,Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
JavaScript Developer,Full-time,unknown,Information Technology and Services,Information Technology,1,0,0,Correct
"Home Health RN - Hondo, NM",unknown,unknown,unknown,unknown,1,0,0,Correct
Escrow Officer / Title Closer,Full-time,Mid-Senior level,Real Estate,unknown,1,0,0,Correct
Account Executive,Full-time,Associate,Internet,Sales,1,0,0,Correct
UI/UX Designer,Full-time,unknown,Graphic Design,Design,1,0,0,Correct
Controls Engineer- II,unknown,unknown,unknown,unknown,0,0,0,Correct
HVAC Technician,Full-time,unknown,unknown,unknown,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Military Veterans Wanted for Solar Energy Construction,unknown,Entry level,Construction,unknown,1,0,0,Correct
Software Engineer (Python),Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
Senior Corporate Recruiter,Full-time,Mid-Senior level,Human Resources,Human Resources,1,0,0,Correct
Social Media Manager,Full-time,Entry level,Internet,Marketing,1,0,0,Correct
Account Executive,Full-time,Associate,Marketing and Advertising,Marketing,1,0,0,Correct
UI / UX Designer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
SharePoint Project Manager,Full-time,Mid-Senior level,Information Technology and Services,Product Management,1,0,0,Correct
Front Desk Receptionist Professional,Full-time,Entry level,Accounting,Administrative,0,1,0,Wrong
"Support Specialist, Weekdays",Full-time,Entry level,Civic & Social Organization,Health Care Provider,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Product Marketing Director/Sr. Director,Full-time,Director,Marketing and Advertising,Marketing,0,0,0,Correct
Health Safety Environmental Manager,Full-time,unknown,Environmental Services,unknown,0,0,0,Correct
Business Development Manager,Full-time,Associate,Management Consulting,Sales,0,0,0,Correct
CFO - Venture Capital ,Full-time,Executive,Real Estate,unknown,1,0,0,Correct
Frontend Software Developer,Full-time,Associate,Marketing and Advertising,Engineering,1,0,0,Correct
Affiliate Manager,Full-time,Mid-Senior level,Marketing and Advertising,Sales,1,0,0,Correct
Front Desk Brokerage Administrator,Full-time,unknown,Real Estate,Administrative,1,0,0,Correct
Accountant,Full-time,Associate,Accounting,Finance,1,0,0,Correct
Shyp Hero Courier - Los Angeles ,Contract,Not Applicable,unknown,Customer Service,1,0,0,Correct
Graphic Design Intern,Other,Internship,Design,Art/Creative,1,0,0,Correct
Front of House Manager,Full-time,unknown,Restaurants,Management,1,0,0,Correct
Hardware Expert ,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
Service Desk Support Engineer,Part-time,Entry level,Information Technology and Services,Information Technology,1,0,0,Correct
Lead iOS developer,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Intern: Dev,unknown,unknown,unknown,unknown,1,0,0,Correct
Ruby and C Developer,Full-time,Not Applicable,Computer Software,Engineering,1,0,0,Correct
Support,unknown,unknown,unknown,unknown,1,0,0,Correct
Systems Administrator (Delhi),Full-time,Not Applicable,Internet,Information Technology,1,0,0,Correct
Retail Sales Associate at a great place to start your career!,Part-time,Entry level,Retail,Customer Service,1,0,0,Correct
Quality Manager,Full-time,unknown,unknown,unknown,0,0,0,Correct
Selling Sales Manager - Legal Services,Full-time,Mid-Senior level,Legal Services,Sales,1,0,0,Correct
Massage Therapist,Full-time,Entry level,"Health, Wellness and Fitness",unknown,0,0,0,Correct
Stick & MIG Structural Welders,Temporary,Not Applicable,Construction,unknown,1,0,0,Correct
Sales Director - Business-to-Business Channel ,unknown,unknown,unknown,Sales,1,0,0,Correct
CAREGIVERS!! WANT GUARANTEED PAY EVERY WEEK FOR BEING ON CALL? ,unknown,unknown,unknown,unknown,1,0,0,Correct
HOA Property Inspector,Full-time,Entry level,Real Estate,unknown,1,0,0,Correct
Data Entry,Full-time,Entry level,Information Technology and Services,Data Analyst,0,1,1,Correct
Technical Support Associate,Full-time,Entry level,Consumer Services,Other,1,0,0,Correct
Marketing Manager,Full-time,unknown,Internet,Marketing,0,0,0,Correct
Sales Advisor (outbound) 32k OTE,Full-time,Not Applicable,Telecommunications,Sales,1,0,0,Correct
Senior Account Executive,Full-time,Mid-Senior level,Information Technology and Services,Sales,1,0,0,Correct
Contracts Advisor,Full-time,Mid-Senior level,Oil & Energy,Engineering,1,0,0,Correct
Business Development Internship - 6 months,unknown,unknown,unknown,unknown,1,0,0,Correct
Mobile App Designer,Full-time,Not Applicable,Graphic Design,Design,1,0,0,Correct
Copywriter (Freelance),Part-time,Entry level,Internet,Writing/Editing,1,0,0,Correct
Dev Ops,Full-time,unknown,unknown,unknown,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Product Marketing Manager ,Full-time,Associate,Internet,Marketing,1,0,0,Correct
Sr. Staff Accountant,Full-time,Mid-Senior level,Chemicals,Accounting/Auditing,0,0,0,Correct
Sales Solution Executive,Full-time,Mid-Senior level,Logistics and Supply Chain,unknown,1,0,0,Correct
Front-End Developer Internship,Full-time,Internship,Design,unknown,1,0,0,Correct
Digital Designer with UX/Mobile Experience,Full-time,unknown,Marketing and Advertising,Art/Creative,1,0,0,Correct
Quality Assurance (QA) Intern,Full-time,Internship,Internet,Quality Assurance,1,0,0,Correct
Marketing Automation Manager (remote/telecommute),Full-time,Mid-Senior level,Internet,Marketing,1,0,0,Correct
Web Developer,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Systems Administrator,Full-time,Associate,Construction,Information Technology,1,0,0,Correct
Sr. Android Software Engineer,Full-time,Not Applicable,Consumer Electronics,Information Technology,1,0,0,Correct
Military Veterans Wanted for Solar Energy Construction,unknown,Entry level,Construction,unknown,1,0,0,Correct
Inside Sales Representative (LA/OC),unknown,unknown,unknown,Sales,1,0,0,Correct
Maintenance Engineer - Troubleshooting MS Office - LA,Full-time,unknown,unknown,unknown,0,0,0,Correct
Digital Designer,Full-time,Not Applicable,Internet,Design,1,0,0,Correct
Customer Support,Full-time,Mid-Senior level,unknown,Customer Service,1,0,0,Correct
Senior Quality Control Inspector,unknown,unknown,unknown,Quality Assurance,0,0,0,Correct
PowerBuilder Developer ,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Market Operations Manager ,Full-time,Mid-Senior level,Management Consulting,Finance,1,1,0,Wrong
Shipper (Portland),unknown,unknown,unknown,Other,1,0,0,Correct
 Sales Lead Generator,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Support Executives,Full-time,Not Applicable,Information Technology and Services,Customer Service,0,0,0,Correct
Financial Controller,Full-time,unknown,Internet,Finance,1,0,0,Correct
Receptionist/ Admin,Full-time,Entry level,Accounting,Administrative,0,1,0,Wrong
Senior Javascript Developers,unknown,unknown,unknown,unknown,1,0,0,Correct
Senior Data Warehouse Developer,Full-time,Mid-Senior level,Online Media,unknown,1,0,0,Correct
Inside Sales Representative,Full-time,Associate,Computer Software,Consulting,1,0,0,Correct
"VP, Sales",Full-time,Director,Financial Services,Sales,1,0,0,Correct
Caregiver - Watervliet/Hartford,unknown,unknown,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Marketing Intern,Part-time,Internship,unknown,Marketing,1,0,0,Correct
Production Manager,Full-time,Mid-Senior level,Apparel & Fashion,Production,1,0,0,Correct
Partnerships/Business Development Intern,Full-time,Internship,Information Technology and Services,Sales,1,0,0,Correct
Retail Associate,unknown,unknown,unknown,unknown,1,0,0,Correct
Software Engineer - Office of the CTO,Full-time,Mid-Senior level,Computer Software,Research,1,0,0,Correct
Contract Gameplay Programmer,unknown,unknown,unknown,unknown,0,0,0,Correct
Senior Marketing Analyst,unknown,unknown,unknown,unknown,1,0,0,Correct
Cyber Security Engineers - C++ ARM WLAN WIMAX Bluetooth - MD,Full-time,unknown,Information Technology and Services,unknown,0,0,0,Correct
architect Node js,Contract,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
Digital Designer,Full-time,unknown,Marketing and Advertising,Advertising,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,unknown,1,0,0,Correct
Userbase Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Team Lead ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Liverpool Fragrance/Beauty Promotional staff,Contract,unknown,Cosmetics,unknown,1,0,0,Correct
Customer Service Specialist in our Promotions Department,Full-time,unknown,unknown,Customer Service,1,0,0,Correct
Job opening for SFDC Consultant,Full-time,unknown,unknown,unknown,1,0,0,Correct
Project Manager - R&D (Medical/Healthcare),Contract,Mid-Senior level,Medical Devices,Project Management,1,0,0,Correct
Product Photographer and Retoucher,Full-time,unknown,unknown,unknown,1,0,0,Correct
Application Support Analyst,unknown,unknown,unknown,unknown,1,0,0,Correct
Senior Ruby Developer,Full-time,Director,Computer Software,Information Technology,1,0,0,Correct
Frac Supervisor,Full-time,Associate,Oil & Energy,unknown,1,0,0,Correct
Home Automation and Alarm Sales Office Launch - AT&T Digital Life,Full-time,unknown,Security and Investigations,Sales,1,0,0,Correct
Front Desk,Full-time,unknown,Hospital & Health Care,Customer Service,1,0,0,Correct
Cruise Staff Wanted *URGENT*,unknown,unknown,"Leisure, Travel & Tourism",unknown,0,1,1,Correct
Gloucester Fragrance and Beauty Promotional Staff,Temporary,unknown,Cosmetics,unknown,1,0,0,Correct
Full-Cycle Recruiter,Full-time,Associate,Oil & Energy,Human Resources,1,0,0,Correct
WF13 Apprentice Operations Assistant Under NAS 16-18 Year Olds Only,Full-time,unknown,Pharmaceuticals,Administrative,1,0,0,Correct
"Case Manager Assistant--Grand Junction, CO",unknown,unknown,unknown,unknown,1,0,0,Correct
Payroll/AP Clerk ,Part-time,unknown,unknown,unknown,1,0,0,Correct
Data Analyst,Full-time,Associate,Telecommunications,Data Analyst,1,0,0,Correct
Print Designer or Junior Print Designer,Full-time,unknown,Apparel & Fashion,unknown,1,0,0,Correct
Key Account Manager - Croatia,unknown,unknown,unknown,unknown,1,0,0,Correct
Laboratory Technician (2nd Shift),Full-time,Entry level,Food Production,Quality Assurance,1,0,0,Correct
Sales and Business Development - Leadership Training,Full-time,Entry level,unknown,Sales,1,0,0,Correct
Retail Associate,unknown,unknown,unknown,unknown,1,0,0,Correct
"Junior Software Engineers, C++ for AUTOMOTIVE",unknown,unknown,unknown,unknown,1,0,0,Correct
Corporate Accounting Manager,Full-time,unknown,Accounting,unknown,0,0,0,Correct
Underwriter,Other,Entry level,Financial Services,unknown,1,0,0,Correct
Outbound Calling - Healthcare IT Sales,Full-time,Entry level,Computer Software,Sales,0,0,0,Correct
Food Quality,Full-time,unknown,unknown,unknown,0,0,0,Correct
.NET Developer - NexLP,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
Electrical Controls Engineer,Full-time,unknown,unknown,unknown,0,0,0,Correct
Customer Support and Testing Internship,Full-time,Internship,unknown,Customer Service,1,0,0,Correct
"Senior Software Engineers, C++ for AUTOMOTIVE",unknown,unknown,unknown,unknown,1,0,0,Correct
Truck Driver - CDL Truck Driver - Truck Driving Jobs,Full-time,Entry level,Transportation/Trucking/Railroad,Supply Chain,1,0,0,Correct
Mortgage Loan Processor,Full-time,Associate,Banking,General Business,1,0,0,Correct
Digital Account Manager,Full-time,Mid-Senior level,unknown,unknown,1,0,0,Correct
"International Broadcaster, Azerbaijani Language",Full-time,Mid-Senior level,Broadcast Media,unknown,1,0,0,Correct
URGENT HIRING For Web Designer...!!!,Full-time,Mid-Senior level,Information Technology and Services,Design,0,0,0,Correct
"EXPERIENCED COMMIS CHEF WANTED - GREAT PAY, BENEFITS & TEAM",Full-time,Not Applicable,Restaurants,Other,1,0,0,Correct
New Product Development Project Leader,Full-time,unknown,unknown,unknown,0,0,0,Correct
Sales Representative ,Full-time,unknown,Transportation/Trucking/Railroad,Customer Service,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
"Director, Supply Chain - Strategy",Full-time,unknown,Market Research,unknown,0,0,0,Correct
Outbound Appointment Setter,Full-time,unknown,unknown,Sales,1,0,0,Correct
Title Sales Representative,Full-time,Mid-Senior level,Real Estate,unknown,1,0,0,Correct
Operations Associate (PT),unknown,unknown,unknown,unknown,1,0,0,Correct
Mortgage HELOC Underwriter ,Full-time,Associate,Financial Services,Finance,1,0,0,Correct
SAP ABAP Developer - WebIC,Contract,unknown,Information Technology and Services,Information Technology,0,0,0,Correct
Front-End Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
UST Testing Technician III,Full-time,Mid-Senior level,Oil & Energy,Other,1,1,1,Correct
Account Executive - Online Marketing (Entry Level Position),Full-time,Entry level,Online Media,Advertising,1,0,0,Correct
Senior Art Director,Full-time,Mid-Senior level,Marketing and Advertising,Art/Creative,0,0,0,Correct
Recruiter/Recruiting Assistant ,unknown,unknown,unknown,unknown,0,0,0,Correct
Web Designer,Full-time,Mid-Senior level,Computer Software,Design,1,0,0,Correct
Sr. Systems Engineering Manager,unknown,unknown,unknown,unknown,1,1,0,Wrong
Financial Advisor,Full-time,unknown,Financial Services,Consulting,1,0,0,Correct
Receptionist/ Administrative Assistan,Full-time,Entry level,Building Materials,Administrative,0,1,0,Wrong
Registered Nurse,Part-time,Not Applicable,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Paid Sales Training! Entry-Level Sales Representative,Full-time,Entry level,unknown,Sales,1,0,0,Correct
Digital Marketing & analytics executive,Full-time,Associate,Airlines/Aviation,Marketing,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,unknown,Education Management,Education,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Customer Service Associate - Part Time,Part-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Account Manager,Full-time,Associate,Telecommunications,Sales,1,0,0,Correct
Operations Analyst,Full-time,Associate,Internet,Supply Chain,1,0,0,Correct
STNA/ CNA ,unknown,unknown,unknown,unknown,0,0,0,Correct
QA Engineer,Full-time,Associate,Consumer Electronics,Engineering,1,0,0,Correct
Business Development Manager,Full-time,Mid-Senior level,Staffing and Recruiting,Sales,1,0,0,Correct
Technical Writer,Full-time,Entry level,Telecommunications,Writing/Editing,1,0,0,Correct
In-House Graphic Designer at MacTay Group,Full-time,Associate,Outsourcing/Offshoring,Design,1,0,0,Correct
Web Designer (Front End Developer),Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
Senior ASP.NET/C# Engineer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
Customer Service Associate - Part Time ,Part-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Publisher Network Coordinator,unknown,unknown,unknown,unknown,1,0,0,Correct
 Mask Design Engineer ,Full-time,unknown,unknown,unknown,1,0,0,Correct
UX Engineer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
Product Marketing Manager,Full-time,Associate,Internet,Marketing,1,0,0,Correct
Automotive Writer,Full-time,Entry level,Automotive,Writing/Editing,1,0,0,Correct
Oracle Apps Data Migration Analyst,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Business development Representative,Full-time,Entry level,Marketing and Advertising,Sales,1,0,0,Correct
Admin Assistaant,unknown,unknown,unknown,unknown,0,0,0,Correct
Cruise Staff Wanted *URGENT*,unknown,unknown,"Leisure, Travel & Tourism",unknown,0,1,1,Correct
Network Architect,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Swindon Logistics Apprentice/Warehousing Apprenticeship Under NAS 16-18 Year Olds Only,Full-time,Not Applicable,Logistics and Supply Chain,unknown,1,0,0,Correct
Inventory Control Manager (Retail),Full-time,unknown,Retail,Distribution,1,0,0,Correct
HP BSM SME,Full-time,Associate,Information Technology and Services,unknown,1,0,0,Correct
Red Antler: Digital Producers,Full-time,Mid-Senior level,Marketing and Advertising,Production,1,0,0,Correct
css specialist,Contract,Associate,Hospitality,unknown,1,0,0,Correct
Payroll Accountant,Full-time,Associate,Marketing and Advertising,Finance,1,0,0,Correct
